gene_symbol	MANE_transcript	ClinVar_PL_record_count	cds_count	splice_window_10bp_count	utr_count	intron_count	exon_count	unit_count	best_single_exon_unit_id	best_single_exon_coverage_fraction	best_single_exon_donor_size_bp	best_adjacent_exon_block_unit_id	best_adjacent_exon_block_coverage_fraction	best_adjacent_exon_block_donor_size_bp	best_downstream_CDS_implantation_unit_id	best_downstream_CDS_implantation_coverage_fraction	best_downstream_CDS_implantation_donor_size_bp	semantic_class_prePAExact	mechanism_or_context_caution_class	semantic_panel_role	semantic_note	mode_recommendation_status	interpretation_limit	not_total_score
PIK3CG	ENST00000496166.6	4	4	0	0	0	11	55	PIK3CG:single_exon:E2	0.500000	2007	PIK3CG:exon_block:E2-E3	0.500000	2073	PIK3CG:downstream_CDS_implantation:after_E1	1.000000	3306	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIK3R1	ENST00000521381.6	77	57	27	0	20	16	85	PIK3R1:single_exon:E11	0.259740	126	PIK3R1:exon_block:E11-E15	0.740260	686	PIK3R1:downstream_CDS_implantation:after_E1	1.000000	2172	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIK3R2	ENST00000222254.13	16	14	3	0	2	16	85	PIK3R2:single_exon:E13	0.250000	177	PIK3R2:exon_block:E9-E13	0.625000	726	PIK3R2:downstream_CDS_implantation:after_E4	1.000000	1718	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIKFYVE	ENST00000264380.9	24	20	8	0	4	42	241	PIKFYVE:single_exon:E20	0.333333	1160	PIKFYVE:exon_block:E18-E20	0.416667	1428	PIKFYVE:downstream_CDS_implantation:after_E3	1.000000	5972	high_coverage_downstream_CDS_but_donor_or_context_burden	context_burden	context_burden_panel	high coverage depends on donor/context assumptions	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PINK1	ENST00000321556.5	49	42	11	0	7	8	37	PINK1:single_exon:E7	0.163265	237	PINK1:exon_block:E4-E8	0.571429	1790	PINK1:downstream_CDS_implantation:after_E1	0.836735	1356	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIP4K2B	ENST00000619039.5	1	0	0	0	1	10	49	PIP4K2B:single_exon:E6	0.000000	39	PIP4K2B:exon_block:E6-E7	0.000000	153	PIP4K2B:downstream_CDS_implantation:after_E2	1.000000	991	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIP5K1A	ENST00000368888.9	1	1	0	0	0	16	84	PIP5K1A:single_exon:E9	1.000000	206	PIP5K1A:exon_block:E9-E10	1.000000	290	PIP5K1A:downstream_CDS_implantation:after_E8	1.000000	747	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIP5K1B	ENST00000265382.8	2	2	0	0	0	16	84	PIP5K1B:single_exon:E7	0.500000	153	PIP5K1B:exon_block:E7-E8	1.000000	453	PIP5K1B:downstream_CDS_implantation:after_E6	1.000000	1302	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIP5K1C	ENST00000335312.8	7	6	2	0	1	18	96	PIP5K1C:single_exon:E7	0.857143	300	PIP5K1C:exon_block:E7-E8	1.000000	506	PIP5K1C:downstream_CDS_implantation:after_E6	1.000000	1383	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PISD	ENST00000439502.7	11	5	5	0	6	8	37	PISD:single_exon:E5	0.272727	139	PISD:exon_block:E3-E7	0.727273	860	PISD:downstream_CDS_implantation:after_E2	0.909091	1082	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PITPNM3	ENST00000262483.13	3	3	1	0	0	20	109	PITPNM3:single_exon:E4	0.333333	48	PITPNM3:exon_block:E2-E4	0.666667	252	PITPNM3:downstream_CDS_implantation:after_E1	1.000000	2900	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PITRM1	ENST00000224949.9	4	4	1	0	0	27	151	PITRM1:single_exon:E6	0.250000	97	PITRM1:exon_block:E20-E21	0.500000	222	PITRM1:downstream_CDS_implantation:after_E5	1.000000	2578	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PITX1	ENST00000265340.12	9	8	2	0	1	3	8	PITX1:single_exon:E2	0.444444	233	PITX1:exon_block:E1-E3	1.000000	2337	PITX1:downstream_CDS_implantation:after_E1	0.888889	773	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PITX2	ENST00000644743.1	77	69	15	0	8	3	8	PITX2:single_exon:E3	0.506494	1266	PITX2:exon_block:E2-E3	0.987013	1472	PITX2:downstream_CDS_implantation:after_E1	1.000000	767	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PITX3	ENST00000370002.8	9	8	0	1	0	4	13	PITX3:single_exon:E4	0.888889	913	PITX3:exon_block:E2-E4	1.000000	1246	PITX3:downstream_CDS_implantation:after_E1	1.000000	906	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PIWIL1	ENST00000245255.7	1	1	0	0	0	21	115	PIWIL1:single_exon:E7	1.000000	81	PIWIL1:exon_block:E6-E7	1.000000	203	PIWIL1:downstream_CDS_implantation:after_E6	1.000000	1930	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PJVK	ENST00000644580.2	46	41	11	0	5	7	31	PJVK:single_exon:E2	0.282609	233	PJVK:exon_block:E2-E6	0.739130	788	PJVK:downstream_CDS_implantation:after_E1	1.000000	1056	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PKD1	ENST00000262304.9	2139	1894	373	0	243	46	265	PKD1:single_exon:E15	0.221599	3620	PKD1:exon_block:E11-E15	0.305750	4818	PKD1:downstream_CDS_implantation:after_E1	0.978495	12694	high_coverage_downstream_CDS_but_donor_or_context_burden	context_burden	context_burden_panel	high coverage depends on donor/context assumptions	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PKD1L1	ENST00000289672.7	60	48	20	0	12	57	331	PKD1L1:single_exon:E8	0.066667	168	PKD1L1:exon_block:E5-E9	0.233333	1004	PKD1L1:downstream_CDS_implantation:after_E1	1.000000	8503	large_gene_or_donor_burden_stress_case	donor_burden_dominant	donor_burden_stress_panel	high theoretical coverage may require very large donor or complex transcript context	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PKD2	ENST00000237596.7	428	359	113	2	67	15	79	PKD2:single_exon:E1	0.172897	694	PKD2:exon_block:E1-E5	0.518692	1418	PKD2:downstream_CDS_implantation:after_E1	0.834112	2309	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PKDCC	ENST00000294964.6	20	17	4	0	3	7	31	PKDCC:single_exon:E1	0.550000	818	PKDCC:exon_block:E1-E5	1.000000	1401	PKDCC:downstream_CDS_implantation:after_E1	0.500000	840	compact_adjacent_exon_block_opportunity	compact_exon_block	primary_metric_specific_candidate_panel	adjacent exon/block unit captures meaningful record burden	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PKHD1	ENST00000371117.8	1558	1278	404	0	280	67	391	PKHD1:single_exon:E32	0.126444	1608	PKHD1:exon_block:E32-E36	0.185494	2280	PKHD1:downstream_CDS_implantation:after_E1	1.000000	12222	large_gene_or_donor_burden_stress_case	donor_burden_dominant	donor_burden_stress_panel	high theoretical coverage may require very large donor or complex transcript context	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PKHD1L1	ENST00000378402.10	7	7	1	0	0	78	457	PKHD1L1:single_exon:E4	0.142857	109	PKHD1L1:exon_block:E4-E5	0.142857	167	PKHD1L1:downstream_CDS_implantation:after_E3	1.000000	12421	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PKIG	ENST00000372886.6	1	0	0	0	0	4	13	PKIG:single_exon:E2	0.000000	70	PKIG:exon_block:E1-E2	0.000000	223	PKIG:downstream_CDS_implantation:after_E3	1.000000	77	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PKLR	ENST00000342741.6	113	93	25	0	18	11	55	PKLR:single_exon:E10	0.203540	182	PKLR:exon_block:E6-E10	0.681416	924	PKLR:downstream_CDS_implantation:after_E1	0.973451	1622	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PKP1	ENST00000367324.8	9	5	6	0	4	14	72	PKP1:single_exon:E7	0.222222	115	PKP1:exon_block:E4-E7	0.666667	646	PKP1:downstream_CDS_implantation:after_E1	1.000000	1976	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PKP2	ENST00000340811.9	344	294	80	0	50	13	67	PKP2:single_exon:E3	0.247093	698	PKP2:exon_block:E2-E6	0.540698	1333	PKP2:downstream_CDS_implantation:after_E1	0.918605	2288	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PLA1A	ENST00000273371.9	1	1	0	0	0	11	55	PLA1A:single_exon:E11	1.000000	428	PLA1A:exon_block:E10-E11	1.000000	593	PLA1A:downstream_CDS_implantation:after_E10	1.000000	82	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PLA2G2A	ENST00000482011.3	1	1	0	0	0	5	19	PLA2G2A:single_exon:E3	1.000000	145	PLA2G2A:exon_block:E3-E4	1.000000	252	PLA2G2A:downstream_CDS_implantation:after_E2	1.000000	392	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PLA2G4A	ENST00000367466.4	5	5	1	0	0	18	97	PLA2G4A:single_exon:E5	0.200000	114	PLA2G4A:exon_block:E14-E17	0.600000	782	PLA2G4A:downstream_CDS_implantation:after_E4	1.000000	1983	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PLA2G5	ENST00000375108.4	1	1	0	0	0	5	19	PLA2G5:single_exon:E4	1.000000	107	PLA2G5:exon_block:E3-E4	1.000000	252	PLA2G5:downstream_CDS_implantation:after_E3	1.000000	229	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PLA2G6	ENST00000332509.8	172	139	46	0	33	17	91	PLA2G6:single_exon:E12	0.133721	151	PLA2G6:exon_block:E11-E15	0.476744	775	PLA2G6:downstream_CDS_implantation:after_E1	1.000000	2418	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PLA2G7	ENST00000274793.12	3	0	3	0	3	12	61	PLA2G7:single_exon:E5	0.333333	94	PLA2G7:exon_block:E5-E8	0.666667	401	PLA2G7:downstream_CDS_implantation:after_E2	1.000000	1214	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PLAA	ENST00000397292.8	13	13	3	0	0	14	73	PLAA:single_exon:E6	0.307692	136	PLAA:exon_block:E6-E8	0.384615	464	PLAA:downstream_CDS_implantation:after_E1	0.769231	2236	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PLAAT3	ENST00000415826.3	3	2	0	0	1	5	19	PLAAT3:single_exon:E4	0.666667	269	PLAAT3:exon_block:E3-E4	0.666667	372	PLAAT3:downstream_CDS_implantation:after_E3	1.000000	368	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
PLAG1	ENST00000316981.8	11	11	0	0	0	5	19	PLAG1:single_exon:E5	0.909091	6595	PLAG1:exon_block:E4-E5	1.000000	6954	PLAG1:downstream_CDS_implantation:after_E1	1.000000	1500	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
